author|date_time|title|comment_text
lintlizard|05/01/2020  5:12  PM|Kinda feels like TOB is done....|"
			I realize that we're in a pandemic, and that everyone is scrambling to make it work, but it seems to me that the presence of ladies on TOB is really sparse lately. I'm not just talking about active listings, but more about the members who contribute to the boards.



	I mean, I just counted 9 females logged  into the system out of 300 on line users.... Granted, some of the ""guests"" could be female, but still - it looks like a ghost town in terms of the female persuasion.



	Has TOB served it's purpose since it's inception 10 or twelve years ago? Are there other ""Otherboards"" that people are migrating to that I'm not aware of?  Someplace that isn't a cam site, OnlyFans or similar paysite?



	Kinda curious...
		"
lintlizard|04/27/2020  8:48  PM|Making porn to get through the RONA|"
			If you're into more than just the pictures, here's a quick read:



	https://www.huffpost.com/entry/porn-making-covid-19_n_5ea0731dc5b69150246c4ba3
		"
lintlizard|04/13/2020  9:28  PM|Describe your naughty bits in a movie title|"
			Right????
		"
Madison Taylor|05/14/2020  4:07  AM|Please, stop asking....|"
			It's ok I don't let it get to me, it's their problem not mine. I'm still smilin'
		"
Madison Taylor|05/13/2020 11:53  PM|Please, stop asking....|"
			I do and I block and they get a new number and try again. They are the ones with a boring pathetic life that they have fun playing games while I'm out ********. Lol
		"
Madison Taylor|05/09/2020  4:49  PM|Please, stop asking....|"
			Unfortunately most, not all but most will never read this let alone understand or stop asking. I truly believe some just like to get under our skin. They find pure joy in pissing us off
		"
Madison Taylor|05/04/2020 10:08  AM|Not sure who needs to hear this...|"
			There are a few gentleman out there that once you say that you're moving on and it's not a good fit turn around and get new numbers and every time you block them, they get another new number and another number and that keeps happening over and over. It isn't cool it's not attractive it doesn't flatter me it scares the f*** out of me. The disposable number thing is a real issue in our industry. It gives the not so safe guys a way back in and yet we get such attitudes about screening
		"
Madison Taylor|04/30/2020 12:36  AM|He would have turned 17...|"
			I don't know what to say that hasn't already been said. You have a family that's still here and we are all here ANYTIME  you need ANYTHING  ❤️ you don't have to go through this alone. I have a feeling that the way the world is right now, suicide is going to be something that we hear a lot more about....
		"
Madison Taylor|04/13/2020  9:34  AM|the right to refuse   😳|"
			Girl I am right there with you there is nothing but disrespect going on lately . I have blocked so many people at least three or four a day and it was never like that before. Please ladies be safe and don’t let these guys disrespect us like this!!
		"
Madison Taylor|03/27/2020 12:56  PM|Why don’t gentleman read the ads?|"
			This👆👆 most guys don’t know how badly we are treated at times but most don’t know how strong we are because of it ❤️ When you look at the whole picture this profession is one not for the weak. We are amazing, empowered, beautiful and strong woman
		"
Madison Taylor|03/25/2020  3:48  PM|Why don’t gentleman read the ads?|"
			Some days, most days it’s pretty rough. Even if you try to be nice to everyone maybe not everyday but you’d be surprised at how we are treated it blows my mind sometimes
		"
Madison Taylor|03/25/2020  3:44  PM|Why don’t gentleman read the ads?|"
			We all have less than 24 hours to show love and affection to family and friends maybe we should just drop this thread since it’s getting kinda ugly at times 😞
		"
Madison Taylor|03/25/2020  2:50  PM|Why don’t gentleman read the ads?|"
			Hunter I believe she’s talking about the one who posted the thread not me I knew someone would think that because those things did not happen with me
		"
Madison Taylor|03/25/2020  9:14  AM|Why don’t gentleman read the ads?|"
			I wish everybody had the same mindset as you. Some guys just want to go back-and-forth back-and-forth and argue about the way we screen which does nothing but waste time  I think some must think if they push it long enough that maybe we will lighten up but it doesn’t work that way
		"
Madison Taylor|03/25/2020  9:04  AM|Why don’t gentleman read the ads?|"
			I understand that issue that is why I have a few ways to screen, there is not one specific way I rely on. I have options because I understand some girls do not wanna take the time to check references. It sucks because in a perfect world everybody would have the same way to Screen and require the same information but unfortunately we are all independent and we all have our own way of feeling safe. But I do understand your frustration
		"
Madison Taylor|03/25/2020  7:19  AM|Why don’t gentleman read the ads?|"
			do any other providers have this problem?



	I believe we all have that problem! Nobody seems to understand that times have changed. Anonymity has gone out the window. If you don’t trust the provider with your personal information, why  are you seeing her? What on earth do we want to do with your name I mean really unless you do some shady shit, you have nothing to worry about. But yet men still believe that in this crazy world they can just walk into our homes with no information given and we are supposed to be ok with that. It’s frustrating but for every 3 that fight about it, there’s that one that makes it pleasantly easy. The wonderful part of this business is we have the power to decide who we see so those that don’t read or fight with us when it comes to screening will end up with some not so hot or reputable ladies and they can complain all they want but in the end... it’s nobody’s fault but their own. Those that give me trouble I just end the conversation, block (sometimes) and move on.  Some people just think rules don’t apply to them but it’s not worth the stress in my opinion
		"
Madison Taylor|03/22/2020  2:02  PM|Coronavirus Poll|"
			♥️
		"
Madison Taylor|03/22/2020  1:35  PM|Coronavirus Poll|"
			I understand this completely I have a lot of sympathy for people and I’m sure some are trying to make things a little easier on everybody but I know that the last time I watched the news they were saying groups of 10 or less, 2 people is way less than 10 so if you can why is it such a bad thing if you do?
		"
N6_in_the_village|03/22/2020  5:18  PM|My Covid 19 advice|"
			So you're giving advice that you BELIEVE will help people stay healthy.



	But the advice that you BELIEVE will help people stay healthy is NOT MEANT FOR 2Big, because ???
		"
N6_in_the_village|03/16/2020  1:21  PM|Just Take A Deep Breath. ITS JUST WHAT WE DO!|"
			I haven't seen that movie, but your report is very surprising, because no other science fiction / fantasy / comic-book universe movies have major ""plot holes"" like that.
		"
N6_in_the_village|03/14/2020  4:10  PM|Be safe|"
			This is how the world ends, not with a bang but a ... package of 24 jumbo = 96 regular rolls of toilet paper.
		"
N6_in_the_village|03/14/2020  4:07  PM|Be safe|"
			Per the panic buying, I've seen comments from people who live in Florida or other hurricane-prone areas like ""Welcome to the hurricane zone. Just don't drink all the beer you stocked up on in the first three days (do as I say, not as I do)"".
		"
N6_in_the_village|03/13/2020  3:24  AM|Be safe|"
			Oh something else important - keep in mind that ""Total Cases"" doesn't mean the total number of coronavirus cases that actually exist (in the world or a given country), it means the total number of cases CONFIRMED BY TESTING. So the testing rate, or number of tests per million people, is important, because when the infection rate is high but the testing rate is low, it is likely that many cases are missed.



	As of March 9-10, some countries with HIGHER testing rates were:



	Bahrain, 4910 per million



	South Korea, 4099



	Hong Kong, 2134



	Italy, 1005



	Some countries with LOWER testing rates were:



	Japan, 76



	Netherlands, 35



	United States, 26



	Vietnam, 24



	Turkey, 10



	https://www.worldometers.info/coronavirus/covid-19-testing/
		"
N6_in_the_village|03/13/2020  2:42  AM|Be safe|"
			And the following site seems to have the most up-to-date coronavirus statistics for the world and all countries. Very readable formats, too.



	https://www.worldometers.info/coronavirus/



	https://www.worldometers.info/coronavirus/coronavirus-death-rate/



	https://www.worldometers.info/coronavirus/country/us/
		"
N6_in_the_village|03/13/2020  2:28  AM|Be safe|"
			ECDC: COVID-19 not containable, set to overwhelm hospitals













											Filed Under:




												COVID-19









												Lisa Schnirring | News Editor | CIDRAP News



									 |




												Mar 12, 2020














	In a stark and urgent COVID-19 risk assessment update today, the European Centre for Disease Prevention and Control (ECDC) said that, in a few weeks or even days, other countries in the region may face huge surges that mirror those of China and Italy.



	It advised countries to quickly shift to mitigation strategies to protect vulnerable people and prevent overwhelmed hospitals.



	Reports of dire conditions in hospitals in Italy's hot spots have been circulating on social media for the past few weeks and are now appearing in medical journal and media reports. The ECDC acknowledges that high numbers of patients needing ventilation have exceeded intensive care unit (ICU) capacity in some healthcare facilities in northern Italy.



	Life-and-death decisions in Italy's inundated hospitals



	In a Lancet report today, two authors from Italy said the percentage of COVID-19 patients needing ICU treatment has ranged from 9% to 11% and that ICUs will be at maximum capacity if that trend continues for 1 more week. They predicted that Italy will need 4,000 more ICU beds over the next month, a challenge given that the country has about 5,200 ICU beds.



	In the hard-hit Lombardy region, healthcare workers have been working around the clock. About 350 (20%) have been infected, and some have died, according to the report. Italy's government is considering hiring 20,000 more medical workers and providing 5,000 more ventilators. Unless the measures are implemented in the next few days, they wrote, otherwise-avoidable deaths will occur.



	""Intensive care specialists are already considering denying life-saving care to the sickest and giving priority to those patients most likely to survive when deciding who to provide ventilation to,"" they wrote. ""In the near future, they will have no choice. They will have to follow the same rules that health-care workers are left with in conflict and disaster zones.""



	Countries on track for Hubei scenarios, ECDC warns



	In its assessment today, the ECDC said the risk of severe disease is moderate for the general population but high for older people and those with underlying medical conditions. Increased community transmission may exceed health system capacities in the coming weeks, it said, and countries should act now to step up hospital infection control and surge capacity.



	The ECDC said estimates for hospital care suggest that most European countries could reach Hubei province scenarios by the end of March, with all countries reaching that point by mid-April.



	The group urged member countries to implement social distancing measures such as cancelling mass gatherings and cordoning off hotspots early to slow outbreaks and give health systems more time to prepare for an influx of patients.



	The ECDC also recommended that countries designate COVID-19 facilities to minimize the transmission to other patients and conserve personal protective equipment (PPE) and identify facilities for managing those with milder symptoms. When resources are stretched or limited, the ECDC said countries should take rational approaches to conserve testing, contact tracing, PPE use, and hospitalization for high-yield situations.



	Italy's health ministry today reported 2,651 new cases and 189 more deaths, raising its respective totals to 15,113 cases and 1,016 deaths. Spain's total today rose to 3,126 cases, with the addition of 782 more today. France's total rising to 2,876, with the addition of 595 more. The United Kingdom reported 134 new cases, boosting its total to 590.



	Several European countries announced more steps to curb the spread of the virus. For example, Slovakia declared a state of emergency and shut schools and major airports, and the Netherlands banned events of more than 100 people and urged citizens to work from home, if possible.







	[http://www.cidrap.umn.edu/news-perspective/2020/03/ecdc-covid-19-not-containable-set-overwhelm-hospitals]
		"
N6_in_the_village|03/11/2020  5:31  AM|Covid-19 (2019 novel coronavirus)|"
			Just BTW, I've started to follow the twitter account of Nassim Nicholas Taleb (author of The Black Swan) for coronavirus news/opinion/advice.



	https://twitter.com/nntaleb



	Oh and this is a headline I expect will be remembered: ""Coronavirus conference gets canceled because of coronavirus"" https://www.bloomberg.com/news/articles/2020-03-10/coronavirus-conference-gets-canceled-because-of-coronavirus
		"
N6_in_the_village|03/11/2020  5:01  AM|Covid-19 (2019 novel coronavirus)|"
			Sorry, that number 15 million fatalities is totally wrong, way too high. The estimates I found for deaths from the 2009/2010 H1N1 epidemic are 150,000 to 600,000 worldwide and 9,000 to 18,000 in the United States. And about 10 % to 20 % of the entire world population of 6.8 billion caught the H1N1 flu.



	Since 0.68 billion to 1.36 billion people had the illness, and 150,000 to 600,000 died from it, the fatality rate was 0.01% to 0.09 % (or between 1 in 10,000 and 9 in 10,000). The fatality rate of COVID-19 is currently estimated to be 2 %, which is obviously a lot higher.



	However, the 2009/2010 pandemic had one unusual / scary feature (compared to typical flu epidemics) - it killed young people a lot more. About 80% of fatalities were under 65 years old, while for typical flu only 20% of the fatalities are under 65.



	People with high risk from COVID-19 are described as ""older adults"" (over 60), or with existing chronic medical conditions including heart disease, lung disease, and diabetes. Smokers are also at high risk.
		"
N6_in_the_village|03/06/2020  6:42  PM|Non-named girl from STG|"
			WARNING: when I click on any of the onebackpage dot com links I get a malware warning ""Norton blocked an attack by: Malicious Site: Malicious Domain Request"". I advise STAY AWAY FROM ONEBACKPAGE DOT COM.
		"
N6_in_the_village|03/05/2020 11:40  PM|Covid-19 (2019 novel coronavirus)|"
			That the ratio of deaths to infections confirmed by testing. Testing is very incomplete so the true rate may be lower. But even if the rate is ""only"" 2%, that's 20 times worse than a flu epidemic, which is really bad (flu kills a lot of people).



	Also, some other pre-existing illnesses greatly increase the risk of death. I found the following:



	Death rate from COVID-19, depending on pre-existing condition:



	+ cardiovascular disease: 10.5 %



	+ diabetes: 7.3 %



	+ chronic respiratory (lung) disease: 6.3 %



	+ high blood pressure: 6.0 %



	+ cancer: 5.6 %



	no pre-existing serious illness: 0.9 %



	https://www.worldometers.info/coronavirus/coronavirus-age-sex-demographics/
		"
N6_in_the_village|03/05/2020 11:28  PM|Covid-19 (2019 novel coronavirus)|"
			I question some of the above. Death rates from most flu varieties are 0.1 % (1 in 1000) and that hasn't changed in a long time. Also (unfortunately for older people) the death rate from flu, and also from COVID-19, increases rapidly with age above 60.



	There was one flu epidemic that was much deadlier - the ""Spanish flu"" of 1918-1919. That had one especially scary aspect - the death rate among young and middle-aged adults was as high as among the elderly. That virus had a mutation that caused it to provoke an extreme over-reaction of the immune system in many people (look up ""cytokine storm"") and the immune over-reaction itself was the cause of death. Fortunately that behavior hasn't been seen again in any viral epidemic since then.



	I've read that the worldwide number of deaths from the Spanish flu isn't known because the record-keeping was so poor. Estimates are ""from 17 million to 100 million"". Yikes! That's partly because it occurred at the end of World War I when many governments and nations were on the verge of collapse.



	The reason Spanish flu is called Spanish flu is also interesting. It definitely didn't start in Spain. But most European nations were under wartime censorship and their governments simply suppressed news of the epidemic and deaths. In 1918 Spain was not in the war, and had a relatively free press. When the flu reached Spain from France in November 1918, newspapers there were allowed to carry articles about it.
		"
N6_in_the_village|03/03/2020 12:26  AM|Snow|"
			Wow it isn't warmer and drier in Colorado lately and there's no chance temperatures will reach the mid 60s by the first week in March
		"
N6_in_the_village|02/29/2020 10:03  PM|Covid-19 (2019 novel coronavirus)|"
			I've seen the term ""community spread"", and that basically means:



	When someone catches the virus from someone else (not specifically identified) in their local community. In other words, not from travel to a known ""hot spot"", and not from contact with a specifically identified person.
		"
Old_Timer|05/27/2020  9:56  PM|Members you miss|"
			Heather on Cap Hill, who was Lisa before the boob job? Active on RagTop?



	Heaven or Hell was around the time of Decadent City.
		"
Old_Timer|05/27/2020  9:51  PM|has anyone tried these?|"
			It's an old joke, but still one of my favorites.
		"
Old_Timer|05/27/2020  2:42  PM|has anyone tried these?|"
			The regimental colours.
		"
Old_Timer|05/27/2020  2:40  PM|Members you miss|"
			Becky, Catrina (of the Pink Floyd tattoo), Kodie, Sabrina, Katie, and so many others whose names have been forgotten; their faces will always be with me.
		"
Old_Timer|05/27/2020  2:34  PM|40 is better than 20|"
			Happy Birthday and hooray for the 40s,



	(hooray for the pudding, hooray for the pumpkin pie. )



	A universal truth:



	the best is yet to come.
		"
Old_Timer|05/26/2020  7:03  PM|The Provider Paradox|"
			Don't get me started. Sometimes, you just can't fix stupid.



	But I believe that everyone deserves a chance, and that requires education to succeed. I can't blame the ignorant, and so many are these days. It is unfortunate that knowledge has gone out of style, but no one said that we have to be stylish.



	enjoy your summer, folks. Be kind to one another.
		"
Old_Timer|05/20/2020  4:00  PM|Members you miss|"
			If I'm wrong about this, Good news! I had word he was dead, not 24 hour.s ago, but years ago.
		"
Old_Timer|05/19/2020  7:17  PM|Favorite position|"
			On my back kissing one beautiful blonde while the other is working my cock in her mouth with lips and tongue. Switch and repeat.
		"
Old_Timer|05/19/2020  7:07  PM|Members you miss|"
			Yes, I too miss reading his ramblings down memory lane. His recall of Denver's red light was encyclopedic. Rest in peace.
		"
Old_Timer|05/13/2020  2:32  PM|Please, stop asking....|"
			I understand how repetitive it must seem. Part of your job, like that of any consultant, is education.




	I hope that you and your colleagues can keep your sense of humour about it all.



	Boys will be boys.
		"
Old_Timer|05/13/2020  2:15  PM|The Benefits|"
			OP,  you are missing an important point. What happens behind closed doors (BCD) is private, between two people. What happens here in the forum is a matter of public record.



	This is not the place to discuss such things, for a number of reasons.
		"
Old_Timer|05/08/2020  2:17  PM|Rolling Stones - Living in A Ghost Town|"
			Yeah, we're fuckin' rich, live like kings, and you working prolls pay for our extravagant lifestyle.
		"
Old_Timer|05/08/2020  2:04  PM|An Actual Connection?!?|"
			Bingo!
		"
Old_Timer|05/08/2020  2:01  PM|the chicken or egg problem|"
			Some of the best and most reliable do not require references, but that's been said many times before. It's easier to whine.
		"
Old_Timer|05/08/2020  1:56  PM|K Time to Lighten It Up Again...|"
			Ouch!
		"
pfunk|07/06/2020  7:28  PM|Looking for older provider|"
			Google Chrome
		"
pfunk|07/06/2020  5:02  PM|Looking for older provider|"
			No. Everything I mentioned was from the full website version. The three bars are the menu symbol.
		"
pfunk|07/06/2020  4:57  PM|Name change|"
			It has been vandalized many times. However, it was never removed. It is currently on display, as are several replicas in other countries.



	How a mermaid statue could be racist is beyond me!
		"
pfunk|07/06/2020  4:47  PM|Looking for older provider|"
			Click on the three bars in the upper right corner. Then click on ""reviews"".



	Then click on  ""review search"".



	You will find both a minimum age, and maximum age you can choose to search.



	Some great providers are in that 55+ group! Good Luck!
		"
pfunk|07/05/2020 10:40  AM|Fireworks|"
			I watched a bit of the local news at 10pm (I forget if it was channel 4, 7, or 9). They showed a helicopter view of the city. There were literally hundreds of flying fireworks going off at that time.



	Clearly, people took fireworks as a personal responsibility! LOL!



	Unfortunately:



	"" South Metro Fire Rescue said that from the early hours of July 4 into the morning of July 5, their crews responded to: eight brush fires, six outside fires, five illegal burns, four smoke investigations outside, four Dumpster fires, one garage fire and one house fire. "" (from 9news)
		"
pfunk|07/05/2020  7:05  AM|Be Kind|"
			Thank you for the reminder. Best of luck to you!
		"
pfunk|07/04/2020  6:12  PM|Waiting  30 days for reference check|"
			This is why I love P411! I get an ""OK"" shortly after the appt, so I rarely need anything else!
		"
pfunk|07/04/2020  5:43  PM|Name change|"
			I think you are mistaken...



	Link to history of ""redskins""
		"
pfunk|07/04/2020  6:49  AM|Members you miss|"
			People come, and go, in this ""hobby"".  I think it's a natural thing.



	The Sesta/Fosta law put a big dent in providers advertising and availability. Then the pandemic kept us separated. Those are both big factors.



	It will probably be several years, if ever, before we get to a more comfortable, relaxed environment.



	Se la vie!
		"
pfunk|07/04/2020  6:37  AM|Roadtrippin Tunes|"
			I'm a Who fan so...



	Who's Next



	Tommy



	Quadrophenia
		"
pfunk|07/03/2020  4:42  PM|stop posting for premium snap or only fans|"
			You do understand that some people (both clients and providers) DO NOT want to meet, in person, currently, right!?!



	You seems to think that your agenda should be the only one represented.



	Sorry! You don't run this site, or decide what I, or others, want to see advertised.



	If you don't like it, you always have the option to leave.
		"
pfunk|07/03/2020  4:34  PM|Covid-19 Vaccine|"
			So, changing one's mind in response to new information is unacceptable?



	I'd much rather the medical professionals adapted to new conditions, and information, than kept trying things that aren't working.



	Please, feel free to point us to a different medical professional, who has had the right answers, since March. Please!!!
		"
pfunk|07/03/2020  4:23  PM|Deposits Deposits Deposits!!!|"
			I think you do not understand this...^^^^^^^^^^
		"
pfunk|07/02/2020  4:57  PM|Deposits Deposits Deposits!!!|"
			I'm with ya BB! Pleasant behavior seems to breed pleasant behavior.
		"
pfunk|06/30/2020  6:24  PM|Already July? Damn|"
			Red Rocks concerts, vacation (I was hoping for somewhere like Cancun), family dinners, eating out with friends, and on and on. Sometimes it sucks being single (and sometimes it's great).
		"
Vassago|07/04/2020  4:17  AM|stop posting for premium snap or only fans|"
			If you can’t turn yourself upside down Try turning the world ...
		"
Vassago|06/27/2020  2:00  AM|Favorite Nipple|"
			Self depreciation. Like tattoos, it’s a sad prosthetic that compensates for a lack of identity. Unlike other prosthetic limbs, this one comes with a conscious decision. To have anyone else attempt to articulate your impressions, your dreams and brand them on you, beguiling their own intentions, sounds like slavery. For once, accept what is horrific. Accept that life has made scars on you, that it is completely unpredictable. Accept that is yours. Only yours. Maybe then the cripples can drop their crutches and fly like birds.
		"
Vassago|06/20/2020  9:37  PM|Every morning a new arrival...|"
			Did you ever injure the one you loved the most?




	was there a reason?




	what happened to you?



	who did you become?











	-M
		"
Vassago|06/15/2020  2:00  PM|Supply and demand never thought id use it here|"
			I can only speak for myself but I have drastically slowed down hobbying. Probably depression but getting tired of doing this maybe a factor too. I usually let people’s rumors about me stand. I even help perpetuate them from time to time. If all the women in town (outside the hobby) think I’m filthy little Irishman, there’s only one way for them to find out if it’s true. One at a time. Two at time. I reach and grab her ass. I’ll get slapped and forced to leave. Then a couple weeks later we have sex in the bathroom. This tactic seems to be working. I didn’t realize how many slutty women in complete denial there are around town. I’m looking better now. Being stuck at home working out everyday is doing my body good. Having a hard time justifying why I even need to do this anymore. I just stopped caring about what other people think of me. I let them believe whatever they want and for some fucking reason it’s working. Who would have thought?
		"
Vassago|06/12/2020  2:00  AM|Quena Flute|"
			And I think gelflings taste like bubblegum. No wonder everyone wants their essence.
		"
Vassago|06/11/2020  5:07  PM|Quena Flute|"
			And yet.... not a single person with the Oingo Boingo request...
		"
Vassago|06/10/2020  6:48  PM|Chivalry is not dead|"
			I like to help strangers too, sometimes.
		"
Vassago|06/10/2020  6:32  PM|Quena Flute|"
			There is something magical about it. You can’t just put it up to your lips and blow. You have to keep trying. This is the woman I have fallen in love with. You might think she’s changed moods. It’s your mood. Keep putting your lips to her. Keep her with you always. She never lies. She will show you when you are wrong.
		"
Vassago|06/10/2020  6:21  PM|Colombia vs. Dominican Republic|"
			Non sexcapade related, I’d enjoy going to Columbia. I think the doors are more open there for me.
		"
Vassago|06/08/2020  7:09  PM|What did they tell you about tomorrow|"
			A poet always returns to the village he set fire to.



	Hard to think about the future when you know what got left behind.







	Thank you for not crucifying me. I had another bad episode last night.




	There are good people here. I know there are.







	goodnight.
		"
Vassago|06/08/2020 12:28  AM|What did they tell you about tomorrow|"
			what did they say about u?



	did they say you werent whole?



	did they tel you to stitch yersel f back togetheter again?




	did they say that you we re what they thought




	what did they say?:







	they told yo fuck you








	and did they say antyting ata ll







	did they relly say anything at al







	or did they just say fuc u




	did they fukin tel u anyting at allllllllllllll







	is anyon alive?







	well, one night. youre gonna find outg
		"
Vassago|06/01/2020  4:26  AM|JUST MOVED TO DENVER|"
			Casey Casio ... another fine suggestion.
		"
Vassago|05/30/2020 11:17  PM|Motivational Speeches|"
			Interesting. That must be why you got all the way to the end of the post...
		"
Vassago|05/29/2020  6:33  PM|Motivational Speeches|"
			Everyone in my neighborhood watches the show Friends. Until now, I had never in my life, actually sat down and watched a full episode. How many of you wake up every morning and tell yourselves ‘I’m going to make another million dollars today’? ‘I’m going to build a house .... in Australia, after the one I get finished with in Japan. All I have to do is stay positive’  Now Is that something that comes naturally to you, thinking positive? Or do you have to try to think positive? What if I told you there was an easy way to stay happy and optimistic everyday of your life no matter how bad things got, and that it can be done in five simple exercises?




	Let me get back to my story. After the fourth or fifth person told me they love the show and that I should really check it out, I had to find out what all the buzz was about. I resolved to sit on the couch for twenty two minutes and watch a full episode of Friends.







	Guess what I found out?











	Fuck Friends. These people are fucking morons. That’s twenty two minutes I lost thinking people had any accountability for taste.







	“Audiences. They’re fucking useless.” Bill Hader, Documentary Now. S1 E3.
		"
