author|profile_href|location|date_time|comment_text
MelindaMadison|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1863|N/A|08/01/2019  3:45  PM|What about San Diego?|"
			San Diego Visitor here... (work takes me there occasionally) ..def coming up soon.
		"
MelindaMadison|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1863|N/A|07/11/2019  7:06  PM|St. George Recommendations..|"
			Fave restaurants, wine bar, quirky sightseeing? swimming holes and coffee shops?
		"
MelindaMadison|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1863|N/A|07/01/2019  8:39  PM|Not newbie friendly|"
			""Newbie"" = someone who has not seen another companion.... particularly for ladies who rely on references for a major element of screening. Seeing someone who is brand new involves a bit of coaching... and also risk in trying to determine if their expectations are on par with what this venture really is... I've had guys who have seen companions in the past and didn't have recent references and claim that they are ""newbie again"" ..nope...not how it works.  Seeing newbies can be a big risk in safety and comfort...and those companions...that do...typically have some different protocols to navigate it for both...
		"
Liliane Rousseau|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=14376|Denver|05/12/2020  7:48  AM|Quarantine Highs and Lows :-P|"
			Sadly this is true! That and live music events. I don't see how you guys even like web caming! I prefer human contact always. Just a touchy feey gal! 
 


	Either way, let's stay positive and healthy! Have a great day!
		"
Liliane Rousseau|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=14376|Denver|05/02/2020  5:37  PM|Quarantine Highs and Lows :-P|"
			I love long hair!  :-D
		"
Liliane Rousseau|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=14376|Denver|05/02/2020  5:36  PM|Quarantine Highs and Lows :-P|"
			I hear you! Some alone time is good but being an extrovert this is starting to grate on my last nerves!
		"
Liliane Rousseau|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=14376|Denver|05/02/2020  5:35  PM|Quarantine Highs and Lows :-P|"
			Yes I'm learning a lot about people!! This is bringing out character for sure!
		"
Liliane Rousseau|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=14376|Denver|05/01/2020  8:47  AM|Quarantine Highs and Lows :-P|"
			What has been the best and worst experiences for all of us that have to stay home for work? 
 


	Some best has been: 1. cleaning the entire condo like never before
 


	                                      2. pulling out my violin and actually playing it! :-)
 


	                                      3 taking more time to reach out to friends and family on the phone 
 


	Worst has been :    Missing my gym buddies ( although been working out daily ;-))
 


	                                  Getting a nice massage!
 


	                                  Missing the rush hour traffic on Leedsdale  ( jk just seeing if y'all are actually reading this! )
 


	Feel free to share or vent! If you are struggling we are here for you !
 


	Hugs n kisses
 


	Lily
		"
Liliane Rousseau|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=14376|Denver|03/22/2020  6:45  PM|Covid-19 (2019 novel coronavirus)|"
			Totally agree girl!
		"
Liliane Rousseau|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=14376|Denver|03/15/2020  9:34  AM|Covid-19 (2019 novel coronavirus)|"
			Might as well have  smile on your face ! lol. I understand your concern. I'm sure most on here are taking extra precautions to keep this a fun and relaxing exxxperience! Have a good one!
		"
Liliane Rousseau|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=14376|Denver|03/15/2020  9:29  AM|Big donations|"
			Amen!
		"
Liliane Rousseau|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=14376|Denver|12/12/2019  7:20  PM|What matters most to you in a client/provider relationship? Let's keep this PG please|"
			That's hot. Just a good old fashioned stare.
		"
Liliane Rousseau|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=14376|Denver|12/12/2019  7:19  PM|What matters most to you in a client/provider relationship? Let's keep this PG please|"
			That sounds fabulous! But then again a lot want pure fantasy then POOF right?
		"
Liliane Rousseau|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=14376|Denver|12/12/2019 11:16  AM|What matters most to you in a client/provider relationship? Let's keep this PG please|"
			Clearly but what exactly makes for that connection is what I’m opening up for discussion !
		"
Liliane Rousseau|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=14376|Denver|12/12/2019  8:56  AM|What matters most to you in a client/provider relationship? Let's keep this PG please|"
			Yes! What are some details that help you connect? :-D
		"
jaski111|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=41437|N/A|05/19/2020 12:20  PM|An Actual Connection?!?|"
			Hi Laci,
 


	I just wanted to thank you for this post. I spent a significant amount of time with this wonderful lady yesterday and we both agree that we are on the verge of a beautiful friendship and that neither of us need to fuck up our personal lives. We are seeing each other regularly but we are having a ton of fun (like we are both 18 again) and just enjoying the moment. It made me think of your posts, so I just wanted to say thanks.  


	~J
		"
jaski111|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=41437|N/A|05/19/2020 11:59  AM|something to lighten the mood around here...|"
			Trying to remember my first time with a condom... HAHA. Thank god these lovely ladies help me with this now a days.
		"
jaski111|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=41437|N/A|05/19/2020 11:48  AM|Anyone have any information on Melinda?|"
			Her P411 looks legit. I would request a pre-screen and see how the convo goes.
		"
jaski111|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=41437|N/A|05/15/2020 11:25  AM|something to lighten the mood around here...|"
			Some would consider the TOB as the official EBDBBnB!
 


	Happy Covid19 Eskimo Brothers and Sisters. Hope this makes you smile.
		"
jaski111|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=41437|N/A|05/15/2020 11:13  AM|It's like they aren't even trying anymore|"
			Be careful Laci there are literally tens of people who suffer from Racial Identity Disorder. You shouldn't joke about that.
		"
jaski111|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=41437|N/A|05/15/2020 10:49  AM|Please, stop asking....|"
			Yeah not sure if I would pay full price if we had to social distance in place...   Nice Post @scarecrow
		"
jaski111|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=41437|N/A|05/13/2020  4:21  PM|Blacklists|"
			Laci, Sorry meant no disrespect. I think ladies like yourself are the gems on here and that is clear by your reviews, your posts and the respect the guys show you here.
 


	pfunk it was meant to be satirical. clearly I need to work on my delivery.
 


	ilovewomen, I would say my experience so far has been about 85-90% positive. The biggest reason its not higher is because of the false narrative that I think is standard for this industry. Outdated pictures, over exaggerating of age, false measurements or outdated ones. Which may seem small to others but that's the reason I even reach out to these wonderful women in the first place. Every lady that I have seen that had accurate info and up to date pictures and info would get a 100% from me! Even if we didn't ""click"".
 


	Question to you all... So if I if I posted a honest review of a experienced TOB lady that had a glowing report from all the seasoned vet's and I said I would not reccomend her because she was clearly not into it and it felt like she was just going through the motions, that her pics were very dated and she was clearly older than she says she is. I would get called out and even attacked by the lady with zero defense for myself and because I am a newbie would get downplayed by the seasoned guys. True or False?
 


	Because I have had that experience. So instead of posting the truth I said nothing until this post.
		"
jaski111|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=41437|N/A|05/12/2020 10:40  PM|Blacklists|"
			Thank you Lacy, even though i don’t think it was your intention to prove my point. There has only been 18 - no or s so reviews this year out of 1016 reviews done this year (yes I’m that kind or dork). So by that static alone only 1% of us are not happy with the services provided?
 


	So just as a unit of measure (in no means am I comparing what you ladies do to selling chicken) Chic-Fil-A has an 86% customer satisfaction percentage and is by far and away the best rated in the fast food industry. Still doesn’t even come close to the 99% approval ratings here.   
	Just to be clear I am not comparing your sexy bodies to their delicious spicy chicken deluxe sandwich but all I’m saying that the inherent nature is that both providers as well as clients could NEVER have that high of an approval rating. Everyone has bad days or bad vibes or things just didn’t click. The culture has created a group of story tellers rather than honest opinion about their experience.
 


	And to be 100% honest I don’t care what acronym position you got into or that you both had “glorious simultaneous organisms”. *cough*bullshirt*cough. Just tell me that you had a good time, the gal is who she says she is, her pics are maybe dated but overall accurate and that you would or would not choose to see her again. Let’s leave the fiction writing to Stephen King.
 


	just my 2 cents... -J
		"
jaski111|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=41437|N/A|05/06/2020 10:28  AM|Blacklists|"
			I wish I could say that was 100% accurate. For a few reasons...
 


	1) Too many guys making posts about their sexual conquests, ie. story telling and not truth telling.
 


	2) If/When someone makes a ""NO"" or ""SO-SO"" review they get berated how it was the client who was the creep and not the girl then the guy gets blacklisted by ladies. So whats the truth here? Is the client a scumbag or is the provider not who the reviews say they are. Or was it just a YMMV? 
 


	3) Many people (like myself) who don't want to participate in the reviews because of the above two items mentioned. I have made two reviews, one here and one on private delights. The one on here (TY Maggie you are awesome!) was to help with my profile so I can see other ladies and the other was because the provider asked me too. And she was great so I did.
 


	So for example I saw someone a while ago that has a sterling reputation on TOB. Listed as all natural, listed at a certain age, etc. For me it was clearly a YMMV and the she was significantly older with some serious work done. I don't care if you have had work done or what your age is. I just want to see the person who is being reviewed and advertised. I don't know how the reviews used to work but to me they feel more like a sexual conquest story board rather than the truth.
 


	I think all Prayforrian is trying to say is that it would be nice to have a message board or private discussion for the clients to have without providers insight regarding ladies who are out for more than just sexual encounter. What ever that may be good, bad or indifferent. 
 


	~J
		"
jaski111|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=41437|N/A|05/05/2020  8:44  AM|Not sure who needs to hear this...|"
			Just wanted to say I love this post. Thanks Lacy! There is nothing wrong with being good or even great friends that is mutually beneficial. Especially if the sex is amazing!
		"
jaski111|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=41437|N/A|05/05/2020  8:35  AM|An Actual Connection?!?|"
			Shyguy,
 


	I appreciated your post regardless of what else was said here. We are all human and all susceptible to our emotions. This is why I posted the question here in the first place. Yes I knew I would get criticism and but I hoped that someone or someones could provide insight to my experience. The cynic in me did not believe an actual connection could be made and that I was paying for a service. An Amazing Service (THANK YOU LADIES) but a service non the less. So when I started thinking that we actually made a deeper connection I had to ask the community. If it is the once in 35 year connection or maybe its just a moment in time that we both hopefully enjoy while it lasts. We only grow with knowledge and our experiences and I'm not sure where this experience will take me but I can promise that hearing your story and everyone else's reply will help me keep my eyes open and my ears listening. Because at the end of the day I am not going to jeopardize everything I have worked for in my life for one person to come in a wreck it. And I'm sure the gorgeous lady I am referring to doesn't want the same either.
 


	So thank you for your post!
 


	~J
		"
jaski111|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=41437|N/A|05/01/2020  9:08  AM|Quarantine Highs and Lows :-P|"
			Best:
 


	1) Less Traffic!
 


	2) SGN with John Krasinski - so f-n tired of bad news 24/7 his show is a breath of fresh air.
 


	3) Facetime and Zoom are a godsend for seeing friends and family
 


	Worst:
 


	1) Mental Anguish - stress, the hardship of not knowing anything! WTF
 


	2) Not being around parents and family - hugs!!!
 


	3) People - Unbelievable how many people out there still just dont give a F
		"
jaski111|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=41437|N/A|05/01/2020  8:55  AM|An Actual Connection?!?|"
			Thank you Jus, Hunter, Laci and Gina for your insight! Mad Respect and Mad Love for what you do! Be Safe Ladies!
 


	Thank you everyone else. Really cool to hear everyone's experiences on this matter, not sure what this is or what kind of friendship this can involve into. But I will try to stay grounded . I will just enjoy the ride for whatever and however long this lasts.
 


	~J
		"
jaski111|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=41437|N/A|04/30/2020  1:44  PM|An Actual Connection?!?|"
			Totally Agree about being selective. At first I felt like a kid in a candy store and there are SOOO many wonderful types and sizes of candy to choose. :-)
 


	But quickly realized that it was quality that I was craving. That's what make this connection so extra special.
 


	And we did connect through P411 she even mentioned my profile was a big part of the reason she even saw me.
		"
jaski111|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=41437|N/A|04/30/2020  9:40  AM|An Actual Connection?!?|"
			Don't get me wrong I'm not looking at it like that but it truly took me by surprise.
 


	I've meet some amazing ladies so far and had some amazing experiences but this was something different. Cant even describe it, but unlike my previous encounters it just felt deeper,.  And yes I know a great provider will do that.
 


	But since I am fairly new to this I just wanted to see if and how often people make a deeper connection that is actually mutual.
		"
Alex Majors|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=36813|Kansas City|05/18/2020 12:00  AM|Deposits Deposits Deposits!!!|"
			This was discussed in the KC ECCIE forum. If you want to read it, go to ECCIE Kansas City. Coed forum, title  ""Encounter Brookes352 is a thief""  https://eccie.net/showthread.php?t=2714797  
 


	A girl who is a member, asked for and received a $100 deposit from another member.  Then ghosted the guy at the time of the appointment. He posted a warning of her, after waiting a bit.  He wanted  to see if she would contact him back. Only then,  did she post to the thread. Said she would get the money back to him when she had it. Then posted in another thread by mistake that she was in Oklahoma City. Ready to meet some friends. I am sure she spent over $100 to get there and get a room but couldn't refund the money she took from the other member.  I have never and will never advance funds in the hobby. Writing a bad review on the girl doesn't matter. She doesn't care. Otherwise she would never stole the deposit.
		"
Alex Majors|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=36813|Kansas City|05/13/2020 12:14  PM|It's like they aren't even trying anymore|"
			When they were pictures of Asian ladies, you knew whoever was at the door,  wasn't who  was in the picture. But at least they were Asian.  Now your not even going to be able to  guess what is behind door number #1
		"
Alex Majors|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=36813|Kansas City|05/13/2020 10:16  AM|The Benefits|"
			Some people just don't understand the meaning of HOT.  You just have to let someone get burned , for them to learn a lesson.
		"
Alex Majors|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=36813|Kansas City|05/07/2020  9:51  PM|Denied Booking....Not Sure Why|"
			Basically I kind of know how you feel. I got on P411 to see one girl in particular. She was a dancer at a club but I never had a chance to get any dances. She had a lot of regulars.  As soon as I became a member, she went dark. She reappeared 6 months later but never got back with my appointment request. I know she looked at my profile several times. Then went inactive. That's life.
 


	Like Stevie-2249 said, they get a lot of calls. I was good friends with one girl. We would get a bite now and then. Hangout and drink. Her phone would go off at all hours. You wouldn't believe how many calls she would get at 3am. I don't know why this one lied about the reason she wouldn't meet. They can't do everyone that calls them. Maybe that was the excuse she used to control volume. Hoping you might call her another day.
		"
Alex Majors|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=36813|Kansas City|05/07/2020  9:35  PM|Looking for sugarbaby, Denver or Colorado Springs.|"
			Yes they can be cheaper per hour, but the couple I had always try to guilt you into helping them. It's my kids birthday and I need some money for presents, my car broke down and I can't pay the mechanic, my electricity got shut off and now my alarm won't work,  I have had the flu and couldn't work. Could you give me a couple hundred for groceries. My dog is sick and I can't afford the vet. These were actual requests from a number of girls. Some I did give funds because they were long term. Never to a short term girl. As for them making it up to me, well it never happened. Because they are always broke and were needing their regular payment. So now if they ask for funds, I tell them they would have to make an appointment.
		"
Alex Majors|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=36813|Kansas City|05/07/2020  7:53  AM|Looking for sugarbaby, Denver or Colorado Springs.|"
			I have done this. There are a lot of girls on this site. It takes a good amount of time to find a good one. Some have pretty high expectations of their worth. Some are just utr providers. Some only want platonic. Some only want online. Then once in a while you find the girl,  who fits your desires.  Keep in mind that if all you want is to bang them a few times a month, you most likely will spend more than a provider most of the time. SA membership is $90 a month. Since some may be new to this, what you get may not be what you want. You have to chat with them a bit over a period of time, if they just are starting out. Pros are they offer more time than a regular provider. Cons are they try to hit you up for allowances or other pre-paid expenses. When you say no, they move on.
		"
Alex Majors|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=36813|Kansas City|05/07/2020  7:41  AM|If you won the Powerball?|"
			I would travel, while I am still able to enjoy it at first.  Have a lady or two to accompany me. Like Badboy said, land is a lot of work. Still you could have a piece with a caretaker,  that you could visit. Maybe the care taker is a hot chick, who hires out the work. You come to visit her.
 


	Once I got that out of my system, I would help out my family members. Give out scholarships to those in school. Just don't let them know it was from me. Set up some way to give them some funds, but anonymously.  Like hire a lawyer to tell them they were tracked down in probate. A long lost fifth cousin left money and they get a piece. Just make it believable and never let on I won the money.
 


	Then give out some to charities. But not just hand out money. Ask what they need the most and get it to them. In real life I do that. I would like to know my time or money went to something. Too many stories of charities wasting funds on high salaries or lavish officies/cars.
		"
Alex Majors|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=36813|Kansas City|05/05/2020  9:41  PM|WTF - This looks way TGTBT|"
			Fake for sure. STG has plenty of thieves and scammers. Probably more than actual real women.
		"
Alex Majors|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=36813|Kansas City|05/05/2020  6:58  AM|Not sure who needs to hear this...|"
			I agree that things should be kept as mutual beneficial to both as possible. I know there are guys out there that will hound or basically harass a girl. If they spent this energy into finding another girl, then things would be that much better in the hobby.
 


	Then their are the girls who will use the hobby, to go beyond the pay for play scenario. I am not talking about being friends. There is nothing wrong with that. A few might even get into a real relationship. Again nothing wrong with that. What I am talking about are the ones who will try to use us guys. Like I can't cover my bills this month, could you help me out this once. I am stuck and can't afford an Uber. The  mechanic needs a couple hundred to fix my car, I will make it back up to you. It always starts off very small.  Like I am stuck, could you give me a lift. Next thing you know,  you are pushing the cart behind them in the store . Wondering how you got in so deep, with nothing back in return.
		"
Alex Majors|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=36813|Kansas City|05/04/2020  9:52  AM|Kinda feels like TOB is done....|"
			Some of the younger girls don't post in the forumns. Still, some have moved over to sites such as Seeking Arrangements. Even some of the professionals have profiles there.
		"
Alex Majors|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=36813|Kansas City|05/01/2020  4:17  PM|Quarantine Highs and Lows :-P|"
			Best things are.  1. Spent more time working on my property.                                                                                          2. Started organizing my shop.                                                                                                                  3. Didn't watch as much tv due to the top two.                                                                                      4. Still was able to work.
 


	Worst things.       1. It is more of a pain going to my vendors to pick up materials. Some won't                                        let you come inside. All orders are call in or online only.                                                                 2. My hair is the longest it has ever been. Couldn't find anyone to cut it.                                           3. The strip clubs where I would go and get a great sit down dinner for lunch,                                      have been closed down.                                                                                                                         4. Not being able to see all my friends and drink / tell stories.
 


	                          .
		"
Alex Majors|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=36813|Kansas City|04/30/2020  3:45  PM|An Actual Connection?!?|"
			If you dig long enough, you might find that rare gem. Everything clicks just right. But just remember ""It is a business, doing pleasure with the ladies""  Keep it mutually beneficial and it won't hurt as much, when she disappears off the radar.
		"
Alex Majors|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=36813|Kansas City|04/29/2020  7:29  AM|The chicken or egg problem|"
			Well you need to hunt around for a newbie friendly provider,  who will accept what you are comfortable giving out. Tell her up front that you need to be able to get a reference from her, to build up your credentials. We all have to start somewhere. Most girls understand this. Read the reviews to look for one. This girl may not be exactly what you are looking for,  but it gets your foot in the door. She might also have a friend who will do the same for you. Then you have two references , with which you can use to see a girl you wanted to see to begin with.
		"
Alex Majors|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=36813|Kansas City|04/28/2020  8:54  PM|Bullet (Torpedo) Bras|"
			I remember seeing old photos as a kid. They sure made tight  knit tops more appealing but I still like a low cut top with cleavage.
		"
Alex Majors|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=36813|Kansas City|04/27/2020  4:51  PM|Someday Over the Rainbow|"
			Is that a gun? Or are you just happy to see me? Lol
		"
lintlizard|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1807|N/A|05/19/2020  1:25  PM|An Actual Connection?!?|"
			No dude - you are probably the  better man! 
 


	I have found this ""hobby"" to be fraught with difficulties that you mention - mainly, interpreting what feels like a wonderful connection as something more than a transaction, and wanting it last for more than an hour and on more levels than just BCD....
 


	Want you want does exist, but probably not here.
 


	And now I'm sure to get the same beragge of belittling comments....
 


	So, have at it folks - whatever makes you bigger.
		"
lintlizard|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1807|N/A|05/02/2020 10:13  PM|Kinda feels like TOB is done....|"
			Really??? 
 


	2Big you go there?
		"
lintlizard|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1807|N/A|05/02/2020  5:01  PM|written from the provider's perspective during the RONA|"
			I guess we're all suckers then, eh?
		"
lintlizard|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1807|N/A|05/02/2020  5:00  PM|written from the provider's perspective during the RONA|"
			That's what's enlightening - all my sexts are just getting eye rolls and tiresome sighs on the other end..... 
 


	Argh.
		"
lintlizard|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1807|N/A|05/02/2020  8:16  AM|Quarantine Highs and Lows :-P|"
			Worst
 


		Forced to be utterly alone for so long and not loose myself in the moment with a beautiful lady
	

	Best
 


		Forced to be utterly alone for so long and not loose myself in the moment with a beautiful lady
		"
lintlizard|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1807|N/A|05/02/2020  8:08  AM|written from the provider's perspective during the RONA|"
			...sad, poignant, and enlightening - go ahead and read it, you've gotten nothing but time on your hands
 


	https://www.thedailybeast.com/my-rich-clients-keep-trying-to-book-me-for-pandemic-sex
		"
lintlizard|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1807|N/A|05/02/2020  8:05  AM|Dr. Deborah Brix|"
			Agreed!  The woman who presents herself in the workplace or social situations with intellect, competence and poise , and then gets slutty and freaky behind closed doors - OH YEAH! 
 


	I'm with you oldertruckguy!
		"
lintlizard|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1807|N/A|05/01/2020  5:12  PM|Kinda feels like TOB is done....|"
			I realize that we're in a pandemic, and that everyone is scrambling to make it work, but it seems to me that the presence of ladies on TOB is really sparse lately. I'm not just talking about active listings, but more about the members who contribute to the boards.
 


	I mean, I just counted 9 females logged  into the system out of 300 on line users.... Granted, some of the ""guests"" could be female, but still - it looks like a ghost town in terms of the female persuasion.
 


	Has TOB served it's purpose since it's inception 10 or twelve years ago? Are there other ""Otherboards"" that people are migrating to that I'm not aware of?  Someplace that isn't a cam site, OnlyFans or similar paysite?
 


	Kinda curious...
		"
lintlizard|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1807|N/A|04/27/2020  8:48  PM|Making porn to get through the RONA|"
			If you're into more than just the pictures, here's a quick read:
 


	https://www.huffpost.com/entry/porn-making-covid-19_n_5ea0731dc5b69150246c4ba3
		"
lintlizard|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1807|N/A|04/13/2020  9:28  PM|Describe your naughty bits in a movie title|"
			Right????
		"
lintlizard|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1807|N/A|04/10/2020 10:39  PM|Describe your naughty bits in a movie title|"
			The Big Lebowski
		"
lintlizard|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1807|N/A|04/08/2020  7:20  AM|We also list John Prine|"
			The guy was a magnificent American singer songwriter.
 


	Hopefully his passing from COVID-19 will not go unnoticed, and more Americans will recognize the severity of this damn pandemic.
		"
lintlizard|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1807|N/A|04/04/2020  7:29  PM|P411 adds skype/video to menu items!|"
			Out of 275 Colorado P411 providers, so far only 7 are doing the virtual thang.
		"
lintlizard|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1807|N/A|04/04/2020  3:05  PM|Sad Suprise .May It Not Happen To Anyone|"
			From whence what...?  I don't unna stand di question Mon....
		"
lintlizard|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1807|N/A|04/04/2020 12:46  PM|Sad Suprise .May It Not Happen To Anyone|"
			Nah - she's just someone I could quote - I always try to follow the proper academic principle of quoting reliable sources. Ms Winfrey seems to have earned her place as a revered public persona, and GOD is harder to quote.
 


	That, plus I'm not that big on the idea that GOD is some omniscient being who ""watches"" us and doles out rewards and punishment.  I tend to think/live with the idea of what goes 'round comes 'round/Karma/the golden rule....
 


	But, if your grandpappy's advice does it for ya, have at it!  Or, go ahead and pat yourself on the back if you need the reinforcement of others. Just do good if you can....
		"
JRWolfe|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=421|N/A|05/20/2020  8:58  PM|Deposits Deposits Deposits!!!|"
			That rules out the Halloween party at Straight Johnsons.
		"
JRWolfe|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=421|N/A|05/20/2020 12:32  PM|Deposits Deposits Deposits!!!|"
			Agreed, the Pussycats understood how major a M&G was and they sure kept a tight reign. Major props to them.
 


	As for the Oyster partys. the M&G I went to in the late 70s was run by an advertiser named Julie ,she made sure that plenty of ladies were there.If the one you went to in the 80s is the one I think you are talking about,Elaine the publisher ,really didn't pay any attention to who was coming .As a result , yes that one sure was a sausage fest.
		"
JRWolfe|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=421|N/A|05/20/2020 10:34  AM|Deposits Deposits Deposits!!!|"
			First ever meet and greet I ever attended was in the late 1970s,hosted by a lady that had an ad in the Oyster. All the girls circulated with the men ,just like the Pussycat partys.Wasn't aware of those hosted by RagTop, mtmoves,Bear and Sweet Ashley.  Last meet and greet party I went to was in San Francisco a few years ago.Sadly,the ladies were more interested in getting drunk and talking to each other instead of the guys. It was easy to observe that the potential clients felt neglected and slowly drifted out.
		"
JRWolfe|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=421|N/A|05/20/2020  6:14  AM|Deposits Deposits Deposits!!!|"
			Best part of their meet & greets and their theme partys was that the girls didn't huddle together ,get drunk and ignore the gents. Really enjoyed having several minutes of face time with each lady. Made it much easier to decide which one to set up a date with. Those were the days.
		"
JRWolfe|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=421|N/A|05/20/2020  6:01  AM|Remember the black dot thread??|"
			Well, I have been on this board since 2008 !
		"
JRWolfe|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=421|N/A|05/19/2020  6:37  PM|Remember the black dot thread??|"
			Never really paid attention to the dots .   Have better personal goals,like conquering this damn stroke  (cue Billy Squire )
		"
JRWolfe|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=421|N/A|05/19/2020  6:34  PM|tutti frutti|"
			Agreed, Pat Boone covers of Little Richard and Fats Domino were very bad. Good thing Perry Como and  Andy Williams stuck to middle of the road songs.
		"
JRWolfe|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=421|N/A|05/19/2020  2:29  AM|tutti frutti|"
			Original band ? A big No. Hendrix joined up with Little Richard a year  after Jimi was discharged from the 101 Airborne Division in 1963. Jimi was on a pair of single Little Richard cut for VeeJay Records.  Little Richard got his start with buster brown's group. Haven't seen anything about James Brown being in Little Richards' band,but they were on several tours together. RIP Little Richard,saw him in concert once..an awesome performer.
		"
JRWolfe|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=421|N/A|05/18/2020  9:50  AM|Deposits Deposits Deposits!!!|"
			Read that entire thread. She is very much a scam artist.  The type of girl that gives ""deposits"" a bad name.
		"
JRWolfe|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=421|N/A|05/18/2020  5:30  AM|Deposits Deposits Deposits!!!|"
			That group of ladies,since disbanded and retired , had several non deposit meet and greets during the course of any given year. That made them very reputable . Never was asked for a deposit on their Halloween partys. Was asked for the Super Bowl party,but couldn't go as it was at the same time as an annual industry convention in Vegas.
		"
JRWolfe|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=421|N/A|05/16/2020  8:19  PM|Deposits Deposits Deposits!!!|"
			Been hearing about that nightmare that escorts have been going through for several months now. Sad that so few ruin it for the rest of us. Last girl that was over on Feb 5,must have texted a dozen times in 24 hrs to make sure it was a real appointment. Even when she knocked on the door,she was unsure.
 


	That said,having seen others ripped off by deposits....rather not go that route.
		"
